variable,value,Glob_dif,Dir_dif,Difu_dif
O3,200.0,3.611200984100027,2.8018622485968065,4.388699576681544
O3,300.0,-0.0006993529512964284,-0.004207113176613181,0.0026700959358179756
O3,400.0,-2.66979829556644,-2.132705872453859,-3.185713110459709
O3,500.0,-4.79273939127583,-3.8572466397561698,-5.691345569589194
H2O,5.0,-0.0007361610013583186,-0.004207113176613181,0.0026700959358179756
H2O,15.0,-0.0006993529512964284,-0.004207113176613181,0.0026700959358179756
H2O,25.0,7.361610013717093e-05,-0.004207113176613181,0.00418555579129323
H2O,35.0,0.0012882817523670145,-0.004207113176613181,0.006566992707028807
albedo,0.0,-1.837310627183407,-0.004207113176613181,-3.598134685412186
albedo,0.1,1.9063993371606354,-0.004207113176613181,3.7416703831515488
albedo,0.2,5.949174708305407,-0.004207113176613181,11.667814086271521
albedo,0.30000000000000004,10.32859650537011,-0.004207113176613181,20.25404880358052
albedo,0.4,15.088981620636355,-0.004207113176613181,29.587044405860354
albedo,0.5,20.2827079093506,-0.004207113176613181,39.769707833772806
albedo,0.6000000000000001,25.972385864678138,-0.004207113176613181,50.92471917085583
albedo,0.7000000000000001,32.23343518120786,-0.004207113176613181,63.20001616490511
albedo,0.8,39.157581519708685,-0.004207113176613181,76.77528905592624
albedo,0.9,46.85753112948813,-0.004207113176613181,91.87150632379748
AOD,0.01,4.514580956913602,30.754448083096495,-20.690645571465474
AOD,0.11,2.6402414313620017,16.929348295630827,-11.085372348486494
AOD,0.21000000000000002,0.7498904040309216,4.5665959721398846,-2.916394244716465
AOD,0.31000000000000005,-1.120841932614038,-6.488420296616517,4.035092277072244
AOD,0.41000000000000003,-2.9723972751736727,-16.374234737382235,9.9010043890604
AOD,0.51,-4.803413725795492,-25.21446886323051,14.802867538705568
AOD,0.6100000000000001,-6.613560012028873,-33.11977726340811,18.847485563440753
AOD,0.7100000000000001,-8.402578477523353,-40.18908719918201,22.130621093180576
AOD,0.81,-10.169806577377699,-46.510830686984015,24.738294515911598
AOD,0.91,-11.914287302290168,-52.16411647993846,26.748443767057932
AOD,1.01,-13.63521087515924,-57.21963910481647,28.230635670461098
AOD,1.11,-15.332025175233928,-61.74064048790493,29.246715421175164
AOD,1.2100000000000002,-17.004141273713124,-65.78366122521653,29.85203338630227
AOD,1.31,-18.651007049845838,-69.39926180189154,30.09623891729773
AOD,1.4100000000000001,-20.272217615081296,-72.63263112106794,30.023641173745307
AOD,1.51,-21.867478505018966,-75.52421757085793,29.673569947132087
angstrom,0.0,-0.15231171118048575,-0.9305232822394507,0.5952148994239778
angstrom,0.2,-0.09102630781762333,-0.5561653365427646,0.3558444070149878
angstrom,0.4,-0.030624297656393573,-0.1869911552958257,0.11957699907195915
angstrom,0.6000000000000001,0.0289679354033407,0.1772246425644032,-0.11344299489507363
angstrom,0.8,0.08786081551179194,0.5364069300169233,-0.3430712453760496
angstrom,1.0,0.14601753461888486,0.8906308340827198,-0.569235587615958
SSA,0.6,-11.863087304645886,-0.004207113176613181,-23.2542984936329
SSA,0.65,-10.324805276213132,-0.004207113176613181,-20.238461216495704
SSA,0.7000000000000001,-8.739114479293086,-0.004207113176613181,-17.129531405379737
SSA,0.7500000000000001,-7.103364734280846,-0.004207113176613181,-13.92260185694348
SSA,0.8000000000000002,-5.414795437421345,-0.004207113176613181,-10.612043720295187
SSA,0.8500000000000002,-3.6704251366590888,-0.004207113176613181,-7.1920838150330795
SSA,0.9000000000000002,-1.8669042994379068,-0.004207113176613181,-3.656155148450113
SSA,0.9500000000000003,-0.0006993529512964284,-0.004207113176613181,0.0026700959358179756
SSA,1.0000000000000004,1.9320913561079456,-0.004207113176613181,3.792041382157115
DOY,0.0,2.8437163321366965,2.8401019022912917,2.847188244650059
DOY,100.0,2.443944100350514,2.44035102349297,2.447395501826486
DOY,200.0,-0.4936695675091021,-0.4971906250493043,-0.49028734562155146
DOY,300.0,4.163873855867766,4.160233915492607,4.167442437783155
